openTime,name,price
20130707,GLC,0.0004528
20130707,BTE,0.008446
20130707,KGC,0.001407
20130707,ALF,0.0007478
20130707,ARG,0.01305
20130707,MEM,0.0001942
20130707,CAP,0.01491
20130707,SBC,0.0008202
20130707,HYC,0.003355
20130707,ELC,0.06703
20130707,NBL,0.00179
20130707,FRK,0.0379
20130707,NRB,0.002982
20130707,AMC,0.001074
20130707,DBL,0.002948
20130707,EZC,0.0001377
20130707,JKC,4.383e-05
20130714,BTC,94.69
20130714,LTC,2.908
20130714,NMC,0.5397
20130714,PPC,0.16
20130714,NVC,3.978
20130714,FTC,0.08238
20130714,TRC,0.1562
20130714,DVC,7.007e-05
20130714,DGC,0.05628
20130714,FRC,0.01136
20130714,WDC,0.01032
20130714,XPM,0.1562
20130714,YAC,0.02263
20130714,BQC,0.00445
20130714,PXC,0.02193
20130714,MEC,0.004929
20130714,IXC,0.003614
20130714,CNC,0.009374
20130714,MNC,0.02274
20130714,LKY,0.003882
20130714,FST,0.001888
20130714,BTE,0.01926
20130714,ARG,0.04735
20130714,IFC,3.2e-07
20130714,BTB,3.7877
20130714,BTG,0.6865
20130714,CRC,0.1101
20130714,GLC,0.0004171
20130714,MEM,0.0004156
20130714,KGC,0.001516
20130714,FRK,0.1894
20130714,ALF,0.0008243
20130714,NBL,0.007026
20130714,CAP,0.01648
20130714,SBC,0.001356
20130714,HYC,0.006628
20130714,ELC,0.1394
20130714,NRB,0.004498
20130721,BTC,90.76
20130721,LTC,2.916
20130721,NMC,0.4883
20130721,PPC,0.1398
20130721,NVC,3.8517
20130721,XPM,1.0437
20130721,FTC,0.08077
20130721,TRC,0.1497
20130721,DVC,5.173e-05
20130721,FRC,0.01078
20130721,DGC,0.03181
20130721,MEC,0.01232
20130721,WDC,0.0118
20130721,PXC,0.03694
20130721,YAC,0.0177
20130721,BQC,0.003694
20130721,CNC,0.0118
20130721,FST,0.004533
20130721,IXC,0.003904
20130721,MNC,0.0389
20130721,FRK,1.0709
20130721,ARG,0.08395
20130721,CAP,0.06073
20130721,LKY,0.004356
20130721,IFC,4e-07
20130721,BTB,4.9826
20130721,ANC,0.07034
20130721,GLC,0.000726
20130721,BTG,0.8168
20130721,BTE,0.01504
20130721,CRC,0.1448
20130721,KGC,0.001724
20130721,NRB,0.01602
20130721,ALF,0.001075
20130721,SBC,0.001997
20130721,MEM,0.0003455
20130721,NAN,0.009121
20130721,NBL,0.006903
20130721,EZC,0.0005398
20130721,HYC,0.004719
20130721,ELC,0.1067
20130721,DBL,0.002575
20130728,BTC,99.76
20130728,LTC,2.9778
20130728,NMC,0.6135
20130728,PPC,0.1377
20130728,NVC,6.0103
20130728,FTC,0.08781
20130728,XPM,0.7232
20130728,TRC,0.1317
20130728,DVC,5.387e-05
20130728,FRC,0.009078
20130728,DGC,0.02993
20130728,MEC,0.009974
20130728,WDC,0.007982
20130728,PXC,0.02715
20130728,YAC,0.01726
20130728,FST,0.005187
20130728,BQC,0.003013
20130728,IXC,0.003946
20130728,IFC,7.7e-07
20130728,FRK,1.0474
20130728,CNC,0.005886
20130728,MNC,0.02494
20130728,ANC,0.08866
20130728,LKY,0.004669
20130728,GLC,0.000961
20130728,CAP,0.0451
20130728,BTB,3.9902
20130728,BTE,0.01945
20130728,ARG,0.04389
20130728,KGC,0.002176
20130728,BTG,0.7981
20130728,ALF,0.001631
20130728,CRC,0.1239
20130728,XNC,5.355e-05
20130728,SBC,0.001497
20130728,CSC,0.004191
20130728,MEM,0.0002403
20130728,NRB,0.008761
20130728,ELC,0.1995
20130728,NBL,0.003043
20130728,HYC,0.005498
20130728,DBL,0.00614
20130728,NAN,0.003881
20130728,SPT,0.009975
20130728,JKC,0.0002671
20130728,EZC,0.0002643
20130728,LBW,0.004389
20130804,BTC,105.14
20130804,LTC,3.0092
20130804,XRP,0.005882
20130804,NMC,0.6214
20130804,PPC,0.1609
20130804,FTC,0.1661
20130804,NVC,5.457
20130804,XPM,0.6487
20130804,TRC,0.1693
20130804,DVC,6.414e-05
20130804,DGC,0.03529
20130804,FRC,0.006834
20130804,WDC,0.008433
20130804,MEC,0.007361
20130804,YAC,0.02061
20130804,MNC,0.0736
20130804,PXC,0.02325
20130804,FST,0.004075
20130804,BQC,0.002891
20130804,CBX,0.1122
20130804,IXC,0.003839
20130804,IFC,8.1e-07
20130804,GLC,0.002147
20130804,CNC,0.009568
20130804,ANC,0.09463
20130804,LKY,0.005099
20130804,FRK,0.6203
20130804,CAP,0.02839
20130804,ARG,0.04312
20130804,BTE,0.01787
20130804,BTB,3.3646
20130804,CSC,0.007259
20130804,BTG,0.7465
20130804,CRC,0.1358
20130804,KGC,0.001416
20130804,ALF,0.001189
20130804,EMD,0.005504
20130804,GLC,0.0004816
20130804,MEM,0.0002456
20130804,SBC,0.001398
20130804,XNC,2.952e-05
20130804,NRB,0.007482
20130804,NBL,0.004312
20130804,SPT,0.008837
20130804,ELC,0.1178
20130804,DBL,0.005126
20130804,LBW,0.006309
20130804,HYC,0.004865
20130804,JKC,0.0002818
20130804,EZC,0.000263
20130811,BTC,105
20130811,LTC,2.6943
20130811,XRP,0.004415
20130811,NMC,0.673
20130811,PPC,0.1585
20130811,FTC,0.1523
20130811,NVC,5.146
20130811,XPM,0.8832
20130811,TRC,0.1806
20130811,DVC,5.67e-05
20130811,DGC,0.03099
20130811,FRC,0.006616
20130811,WDC,0.00819
20130811,YAC,0.021
20130811,MEC,0.005924
20130811,MNC,0.07005
20130811,IXC,0.005784
20130811,IFC,1.13e-06
20130811,CBX,0.1281
20130811,PXC,0.02068
20130811,GLC,0.002052
20130811,BQC,0.00211
20130811,FST,0.002364
20130811,CNC,0.00714
20130811,LKY,0.004479
20130811,FRK,0.4672
20130811,BTE,0.01869
20130811,BTB,3.15
20130811,ANC,0.0399
20130811,CAP,0.021
20130811,ARG,0.03161
20130811,CRC,0.1201
20130811,BTG,0.5891
20130811,ALF,0.00105
20130811,KGC,0.001001
20130811,LBW,0.01526
20130811,CSC,0.003744
20130811,EMD,0.00442
20130811,SPT,0.01356
20130811,MEM,0.0002411
20130811,XNC,3.327e-05
20130811,GLC,0.0003696
20130811,SBC,0.0009775
20130811,NBL,0.004201
20130811,DBL,0.005087
20130811,HYC,0.004887
20130811,ELC,0.0841
20130811,EZC,0.0002411
20130811,JKC,0.0002185
20130818,BTC,113.5
20130818,LTC,2.7978
20130818,XRP,0.005617
20130818,NMC,0.681
20130818,PPC,0.168
20130818,FTC,0.1475
20130818,NVC,5.2664
20130818,XPM,0.8285
20130818,TRC,0.1952
20130818,IFC,5.28e-06
20130818,GLC,0.01264
20130818,DVC,5.675e-05
20130818,DGC,0.03499
20130818,FRC,0.008093
20130818,WDC,0.008058
20130818,YAC,0.02077
20130818,CBX,0.1475
20130818,IXC,0.006305
20130818,MEC,0.005903
20130818,MNC,0.07378
20130818,PXC,0.01815
20130818,BQC,0.002781
20130818,FST,0.002206
20130818,FRK,0.7945
20130818,CNC,0.00681
20130818,LKY,0.004768
20130818,ANC,0.06356
20130818,XNC,0.0001038
20130818,BTE,0.01759
20130818,ARG,0.03518
20130818,BTB,2.4073
20130818,GLC,0.0006685
20130818,ALF,0.000849
20130818,KGC,0.0009023
20130818,MEM,0.0003124
20130818,CSC,0.002986
20130818,NAN,0.007776
20130818,NBL,0.006017
20130818,EZC,0.000813
20130818,CRC,0.05108
20130818,SPT,0.007094
20130818,SBC,0.001022
20130818,EMD,0.002569
20130818,HYC,0.007491
20130818,DBL,0.005566
20130818,ELC,0.06322
20130825,BTC,122.11
20130825,LTC,2.5936
20130825,XRP,0.006104
20130825,NMC,0.6142
20130825,PPC,0.1758
20130825,FTC,0.1307
20130825,NVC,4.6378
20130825,XPM,0.7378
20130825,TRC,0.1722
20130825,IFC,5.81e-06
20130825,DVC,5.983e-05
20130825,DGC,0.03297
20130825,FRC,0.008471
20130825,GLC,0.006534
20130825,WDC,0.00659
20130825,CBX,0.1526
20130825,MEC,0.006104
20130825,YAC,0.01587
20130825,IXC,0.006229
20130825,ANC,0.1716
20130825,PXC,0.01933
20130825,QRK,0.0003834
20130825,FST,0.00276
20130825,MNC,0.04396
20130825,BQC,0.002174
20130825,CNC,0.007632
20130825,FRK,0.6112
20130825,LKY,0.004458
20130825,EZC,0.003489
20130825,MEM,0.0008663
20130825,XNC,0.0001475
20130825,DBL,0.03212
20130825,GME,0.0003302
20130825,BTE,0.01677
20130825,BTB,2.4422
20130825,ARG,0.03187
20130825,ALF,0.0008023
20130825,CSC,0.003023
20130825,GLC,0.0004713
20130825,NAN,0.007864
20130825,SBC,0.00122
20130825,NBL,0.005422
20130825,SPT,0.006106
20130825,CRC,0.0464
20130825,EMD,0.002044
20130825,HYC,0.006936
20130825,ELC,0.07876
20130901,BTC,138.34
20130901,LTC,2.5842
20130901,XRP,0.005787
20130901,NMC,0.5686
20130901,PPC,0.1785
20130901,FTC,0.1508
20130901,NVC,4.0672
20130901,XPM,0.6225
20130901,TRC,0.1826
20130901,IFC,4.86e-06
20130901,DVC,5.81e-05
20130901,FRC,0.008453
20130901,ANC,0.3995
20130901,DGC,0.02075
20130901,CBX,0.1868
20130901,GLC,0.005121
20130901,IXC,0.007457
20130901,MEC,0.006087
20130901,MNC,0.07071
20130901,MEM,0.002891
20130901,WDC,0.00429
20130901,CNC,0.01176
20130901,QRK,0.0002601
20130901,YAC,0.006502
20130901,XNC,0.0001588
20130901,FST,0.001245
20130901,PXC,0.007263
20130901,BQC,0.0009822
20130901,GME,0.0003318
20130901,FRK,0.3458
20130901,CAP,0.02377
20130901,ALF,0.001062
20130901,BTE,0.01383
20130901,EZC,0.001588
20130901,LKY,0.001883
20130901,BTB,1.4125
20130901,GLC,0.0004787
20130901,DBL,0.01067
20130901,KGC,0.0005049
20130901,ARG,0.01522
20130901,NBL,0.004471
20130901,CSC,0.001554
20130901,SBC,0.0007221
20130901,CRC,0.02753
20130901,HYC,0.004977
20130901,GIL,0.0008439
20130901,SPT,0.001798
20130901,ELC,0.06085
20130901,EMD,0.0007055
20130908,BTC,121.66
20130908,LTC,2.7276
20130908,XRP,0.006183
20130908,NMC,0.5864
20130908,PPC,0.1861
20130908,FTC,0.1338
20130908,NVC,3.5963
20130908,XPM,0.511
20130908,TRC,0.163
20130908,CBX,0.3406
20130908,DVC,4.623e-05
20130908,IFC,3.02e-06
20130908,FRC,0.006691
20130908,DGC,0.02053
20130908,MEM,0.004261
20130908,IXC,0.006935
20130908,GLC,0.003903
20130908,MEC,0.005664
20130908,WDC,0.004449
20130908,MNC,0.05475
20130908,ANC,0.1622
20130908,QRK,0.0002676
20130908,CNC,0.008516
20130908,BQC,0.001813
20130908,FST,0.001814
20130908,YAC,0.006326
20130908,XNC,0.0001724
20130908,PXC,0.005978
20130908,FRK,0.3345
20130908,ALF,0.001144
20130908,EZC,0.00142
20130908,LKY,0.0016
20130908,BTE,0.009322
20130908,DBL,0.01149
20130908,ARG,0.01748
20130908,KGC,0.0004489
20130908,GLC,0.0003528
20130908,BTB,0.9258
20130908,CSC,0.001515
20130908,EMD,0.001694
20130908,SPT,0.003164
20130908,SBC,0.0006266
20130908,CRC,0.02433
20130908,NBL,0.00275
20130908,HYC,0.004876
20130908,GIL,0.0007908
20130908,ELC,0.0483
20130915,BTC,130.37
20130915,LTC,2.64
20130915,XRP,0.006472
20130915,PPC,0.1943
20130915,NMC,0.5932
20130915,FTC,0.1317
20130915,NVC,3.5747
20130915,XPM,0.3455
20130915,TRC,0.1786
20130915,DVC,4.824e-05
20130915,CBX,0.3241
20130915,IFC,2.2e-06
20130915,DGC,0.01748
20130915,MEC,0.007821
20130915,GLC,0.005163
20130915,FRC,0.004693
20130915,ANC,0.2868
20130915,IXC,0.00777
20130915,WDC,0.00455
20130915,MNC,0.05919
20130915,ZET,0.000631
20130915,QRK,0.0001982
20130915,YAC,0.005606
20130915,MEM,0.0008992
20130915,FST,0.001185
20130915,BQC,0.001069
20130915,XNC,0.0001341
20130915,CNC,0.004563
20130915,PXC,0.004701
20130915,ALF,0.0007979
20130915,FRK,0.1943
20130915,LKY,0.001488
20130915,BTE,0.009933
20130915,BTB,1.5358
20130915,EZC,0.0009015
20130915,DBL,0.01087
20130915,KGC,0.0004876
20130915,JKC,0.000674
20130915,BTG,0.2273
20130915,CRC,0.03598
20130915,ARG,0.009975
20130915,CSC,0.001369
20130915,EMD,0.001507
20130915,NBL,0.003086
20130915,GLC,0.0001956
20130915,SBC,0.0004889
20130915,GIL,0.000717
20130915,HYC,0.00392
20130915,SPT,0.001634
20130915,ELC,0.05867
20130915,NRB,0.001558
20130922,BTC,129.12
20130922,XRP,0.01041
20130922,LTC,2.5295
20130922,PPC,0.1937
20130922,NMC,0.5681
20130922,FTC,0.1175
20130922,NVC,4.6483
20130922,XPM,0.3034
20130922,TRC,0.1704
20130922,CBX,0.3305
20130922,DVC,4.39e-05
20130922,MEC,0.01124
20130922,IFC,2.36e-06
20130922,DGC,0.02002
20130922,ANC,0.4003
20130922,IXC,0.01094
20130922,FRC,0.004488
20130922,GLC,0.003809
20130922,MNC,0.05552
20130922,ZET,0.0005591
20130922,WDC,0.002985
20130922,QRK,0.0002195
20130922,CNC,0.008135
20130922,YAC,0.005294
20130922,MEM,0.000955
20130922,FST,0.001171
20130922,BQC,0.0009671
20130922,XNC,0.0001063
20130922,BTE,0.0159
20130922,FRK,0.1808
20130922,LKY,0.001422
20130922,BTB,1.5262
20130922,PXC,0.002298
20130922,ALF,0.0004945
20130922,EZC,0.0007022
20130922,KGC,0.0003745
20130922,BTG,0.2408
20130922,DBL,0.006951
20130922,ARG,0.009502
20130922,CSC,0.001068
20130922,JKC,0.000382
20130922,GLC,0.0001691
20130922,SPT,0.001943
20130922,EMD,0.001042
20130922,SBC,0.0003874
20130922,CRC,0.01365
20130922,ELC,0.07043
20130922,NBL,0.001597
20130922,HYC,0.002252
20130922,NRB,0.001149
20130922,GIL,0.0001614
20130929,BTC,137.34
20130929,XRP,0.01287
20130929,LTC,2.2977
20130929,PPC,0.2651
20130929,NMC,0.5137
20130929,FTC,0.1154
20130929,NVC,4.0227
20130929,XPM,0.3606
20130929,TRC,0.1758
20130929,DVC,4.944e-05
20130929,CBX,0.3159
20130929,MNC,0.1483
20130929,IXC,0.01119
20130929,DGC,0.01688
20130929,WDC,0.005494
20130929,FRC,0.00412
20130929,GLC,0.004124
20130929,ZET,0.0005796
20130929,QRK,0.0002733
20130929,YAC,0.005447
20130929,FST,0.001301
20130929,SRC,0.09133
20130929,BQC,0.0008927
20130929,FRK,0.309
20130929,BTE,0.01403
20130929,BTB,2.0601
20130929,CNC,0.002111
20130929,ARG,0.02062
20130929,PXC,0.001943
20130929,GME,8.532e-05
20130929,BTG,0.1952
20130929,CRC,0.01854
20130929,JKC,0.0003119
20130929,ELC,0.07377
20130929,NRB,0.002473
20130929,HYC,0.002307
20131006,BTC,129
20131006,XRP,0.009819
20131006,LTC,2.1672
20131006,PPC,0.4644
20131006,NMC,0.5676
20131006,FTC,0.1187
20131006,NVC,4.1796
20131006,XPM,0.3354
20131006,TRC,0.1664
20131006,CBX,0.3363
20131006,DVC,4.386e-05
20131006,MEC,0.01179
20131006,IXC,0.01393
20131006,WDC,0.008332
20131006,MNC,0.1355
20131006,IFC,2.06e-06
20131006,DGC,0.01755
20131006,ANC,0.2585
20131006,FRC,0.003999
20131006,GLC,0.002971
20131006,ZET,0.000516
20131006,QRK,0.0002012
20131006,YAC,0.004678
20131006,SRC,0.1193
20131006,FST,0.001111
20131006,BQC,0.0008888
20131006,FRK,0.3238
20131006,BTE,0.01048
20131006,GME,0.0001382
20131006,ARG,0.02415
20131006,PXC,0.001767
20131006,BTB,1.1963
20131006,JKC,0.000505
20131006,BTG,0.1716
20131006,CRC,0.01587
20131006,ELC,0.09772
20131006,HYC,0.00258
20131006,NRB,0.002064
20131006,EMD,0.0007508
20131013,BTC,138.13
20131013,XRP,0.008412
20131013,LTC,2.1286
20131013,PPC,0.4075
20131013,NMC,0.6092
20131013,XPM,0.9255
20131013,NVC,4.3331
20131013,FTC,0.09945
20131013,TRC,0.1644
20131013,WDC,0.0198
20131013,MNC,0.3311
20131013,CBX,0.4075
20131013,DVC,4.835e-05
20131013,IXC,0.01579
20131013,MEC,0.01191
20131013,FRC,0.007597
20131013,DGC,0.01979
20131013,ANC,0.3315
20131013,IFC,1.85e-06
20131013,GLC,0.002832
20131013,ZET,0.0004351
20131013,YAC,0.004975
20131013,QRK,0.0001561
20131013,BQC,0.001381
20131013,FST,0.001106
20131013,SRC,0.06431
20131013,FRK,0.3039
20131013,BTE,0.00898
20131013,BTB,1.5332
20131013,PXC,0.001949
20131013,ARG,0.02141
20131013,GME,6.669e-05
20131013,BTG,0.188
20131013,JKC,0.0002991
20131013,ELC,0.09682
20131013,CRC,0.01371
20131013,NRB,0.003032
20131013,EMD,0.0009807
20131020,BTC,174.61
20131020,XRP,0.0067
20131020,LTC,1.9294
20131020,PPC,0.323
20131020,NMC,0.4714
20131020,NVC,4.5381
20131020,XPM,0.725
20131020,FTC,0.07159
20131020,WDC,0.01851
20131020,TRC,0.1152
20131020,CBX,0.4144
20131020,DVC,4.889e-05
20131020,MNC,0.194
20131020,FRC,0.006461
20131020,MEC,0.00963
20131020,IXC,0.01048
20131020,GLC,0.004636
20131020,DGC,0.01138
20131020,BQC,0.00241
20131020,ZET,0.0003557
20131020,QRK,0.0001657
20131020,FST,0.0009772
20131020,YAC,0.003453
20131020,FRK,0.3798
20131020,BTB,1.5539
20131020,PXC,0.001323
20131020,ARG,0.01295
20131020,BTE,0.004147
20131020,BTG,0.1763
20131020,ELC,0.08846
20131020,GME,2.458e-05
20131020,CRC,0.007294
20131020,NRB,0.001683
20131020,EMD,0.0007527
20131027,BTC,196.44
20131027,XRP,0.006842
20131027,LTC,2.1294
20131027,PPC,0.3772
20131027,NMC,0.4538
20131027,NVC,4.1626
20131027,XPM,0.6561
20131027,FTC,0.07465
20131027,TRC,0.11
20131027,WDC,0.01424
20131027,DVC,5.5e-05
20131027,MEC,0.01271
20131027,CBX,0.279
20131027,MNC,0.1177
20131027,FRC,0.004911
20131027,IXC,0.008859
20131027,ANC,0.2729
20131027,DGC,0.01243
20131027,GLC,0.003324
20131027,IFC,7.3e-07
20131027,BQC,0.001709
20131027,ZET,0.00022
20131027,FRK,0.4489
20131027,QRK,0.00011
20131027,YAC,0.002455
20131027,LKY,0.002821
20131027,BTB,0.9722
20131027,BTE,0.003343
20131027,JKC,0.000306
20131027,GME,2.086e-05
20131027,CRC,0.008286
20131027,EMD,0.0005422
20131103,BTC,215.05
20131103,LTC,2.8838
20131103,XRP,0.00716
20131103,PPC,0.4
20131103,NMC,0.5828
20131103,NVC,4.2515
20131103,XPM,0.6774
20131103,FTC,0.08387
20131103,WDC,0.02709
20131103,MNC,0.5376
20131103,TRC,0.1161
20131103,MEC,0.01268
20131103,DVC,4.516e-05
20131103,CBX,0.2108
20131103,IXC,0.01118
20131103,FRC,0.005484
20131103,DGC,0.01203
20131103,ANC,0.2495
20131103,IFC,9.6e-07
20131103,QRK,0.000215
20131103,BQC,0.001806
20131103,ZET,0.0003032
20131103,FRK,0.4538
20131103,TIX,5.3e-07
20131103,YAC,0.00254
20131103,LKY,0.003398
20131103,CAP,0.002895
20131103,BTE,0.003875
20131103,BTB,0.6452
20131103,PXC,0.0007075
20131103,JKC,0.0003869
20131103,GME,2.047e-05
20131103,CRC,0.00457
20131103,EMD,0.0002925
20131110,BTC,326.62
20131110,LTC,3.9325
20131110,XRP,0.008609
20131110,PPC,0.614
20131110,NMC,0.6369
20131110,NVC,5.1737
20131110,FTC,0.1078
20131110,XPM,0.7545
20131110,WDC,0.03364
20131110,TRC,0.1404
20131110,CBX,0.5275
20131110,MNC,0.3266
20131110,DVC,6.859e-05
20131110,CLR,0.06859
20131110,MEC,0.0145
20131110,IXC,0.01666
20131110,FRC,0.006839
20131110,DGC,0.01618
20131110,GLC,0.004824
20131110,ANC,0.2386
20131110,IFC,1.12e-06
20131110,ZET,0.0003234
20131110,BQC,0.001666
20131110,LKY,0.005722
20131110,TAG,0.2976
20131110,QRK,0.0001535
20131110,TIX,5.2e-07
20131110,YAC,0.0026
20131110,FRK,0.2287
20131110,BTE,0.006317
20131110,CAP,0.004381
20131110,BTB,0.8096
20131110,PXC,0.0006598
20131110,JKC,0.0004027
20131110,GME,1.665e-05
20131110,CRC,0.006977
20131110,EMD,0.0005683
20131117,BTC,492.11
20131117,LTC,4.0894
20131117,XRP,0.01021
20131117,PPC,0.7689
20131117,NMC,0.6255
20131117,NVC,4.87
20131117,XPM,0.6889
20131117,WDC,0.05015
20131117,FTC,0.06004
20131117,CBX,1.1443
20131117,DVC,8.366e-05
20131117,MEC,0.01673
20131117,IXC,0.01772
20131117,CLR,0.05905
20131117,DGC,0.02441
20131117,MNC,0.1847
20131117,TRC,0.04927
20131117,FRC,0.005905
20131117,GLC,0.005763
20131117,ANC,0.2628
20131117,IFC,1.57e-06
20131117,ZET,0.0004724
20131117,TAG,0.278
20131117,BQC,0.001772
20131117,QRK,0.0001919
20131117,FST,0.000748
20131117,YAC,0.002662
20131117,TIX,3.3e-07
20131117,FRK,0.2547
20131117,BTB,1.2301
20131117,BTE,0.006643
20131117,LKY,0.0007628
20131117,PXC,0.000876
20131117,CRC,0.01962
20131117,JKC,0.0002675
20131117,EMD,0.00127
20131124,BTC,774.25
20131124,LTC,10.41
20131124,XRP,0.01167
20131124,PPC,2.1679
20131124,NMC,2.7099
20131124,PTS,7.9206
20131124,FTC,0.2323
20131124,XPM,1.6956
20131124,NVC,8.1993
20131124,WDC,0.0929
20131124,MEC,0.1363
20131124,CBX,2.0392
20131124,FRC,0.03562
20131124,IXC,0.06193
20131124,ANC,1.7809
20131124,DVC,0.0001471
20131124,DGC,0.0627
20131124,IFC,7.17e-06
20131124,TRC,0.1394
20131124,BQC,0.0209
20131124,GLC,0.01928
20131124,CLR,0.1061
20131124,MNC,0.3252
20131124,QRK,0.001192
20131124,FST,0.00463
20131124,TIX,3.17e-06
20131124,TAG,0.7007
20131124,YAC,0.01324
20131124,ZET,0.0006426
20131124,BTB,11.07
20131124,LKY,0.007162
20131124,FRK,0.5807
20131124,BTE,0.02168
20131124,PXC,0.001974
20131124,JKC,0.0004952
20131124,CRC,0.01935
20131201,BTC,955.85
20131201,LTC,34.74
20131201,XRP,0.0515
20131201,PPC,6.3851
20131201,NMC,8.421
20131201,QRK,0.2485
20131201,MEC,1.5055
20131201,PTS,24.71
20131201,FTC,0.975
20131201,XPM,5.5439
20131201,WDC,0.4875
20131201,FRC,0.3221
20131201,NVC,21.54
20131201,BQC,0.2342
20131201,ZET,0.03783
20131201,IFC,6.539e-05
20131201,TRC,1.2139
20131201,CBX,4.7793
20131201,DVC,0.0006262
20131201,ANC,6.3086
20131201,GLC,0.1209
20131201,DGC,0.273
20131201,IXC,0.1719
20131201,YAC,0.238
20131201,TIX,3.943e-05
20131201,CLR,0.3527
20131201,TAG,2.8194
20131201,SBC,0.1195
20131201,FST,0.02304
20131201,LKY,0.09559
20131201,BTB,86.03
20131201,FRK,9.5585
20131201,MNC,0.478
20131201,FLO,0.02067
20131201,I0C,0.02871
20131201,PXC,0.07761
20131201,BTE,0.2212
20131201,ARG,0.5637
20131201,CRC,0.9559
20131201,ELC,6.2036
20131201,JKC,0.01765
20131201,COL,8.64e-06
20131208,BTC,795.87
20131208,LTC,27.27
20131208,XRP,0.03646
20131208,PPC,4.051
20131208,NMC,6.2874
20131208,QRK,0.1067
20131208,WDC,0.7601
20131208,MEC,0.9948
20131208,XPM,3.5018
20131208,FTC,0.4457
20131208,NVC,16.94
20131208,ZET,0.03621
20131208,FRC,0.1326
20131208,ANC,7.2423
20131208,NXT,0.003979
20131208,IFC,4.016e-05
20131208,TRC,0.6447
20131208,CBX,3.1835
20131208,SBC,0.2945
20131208,BQC,0.08037
20131208,DVC,0.0003502
20131208,GLC,0.06632
20131208,IXC,0.1114
20131208,DGC,0.1532
20131208,CLR,0.2467
20131208,FST,0.02548
20131208,TIX,1.752e-05
20131208,YAC,0.08674
20131208,I0C,0.05094
20131208,DTC,0.7959
20131208,FLO,0.02425
20131208,TAG,1.3937
20131208,BTB,71.63
20131208,MNC,0.3263
20131208,FRK,3.3188
20131208,LKY,0.02383
